participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
19,0.0,0.0,,0.35380005836486816,26.520056781015896,0.0015171873421082854,-0.09672405105345055,-0.09672405105345055,-0.09296510666949795,260,1,18,18.0,5,18.8,24.010647341781954,131.3887342800889
24,0.0,0.0,,0.21826252767017884,19.43156937565122,6.231093181072452e-05,-0.05838883891493,-0.05838883891493,-0.046763230702891866,160,1,27,27.0,7,14.714285714285714,19.28318663060222,113.06873131043092
21,0.0,0.0,,0.31660008430480957,6.027899980545044,-0.002751587242985589,-1.0915930503222788,-1.0915930503222788,-1.0880173652068428,36,1,7,7.0,0,0.0,0.0,0.0
3,0.0,0.0,,0.3849000930786133,20.435648918151855,-0.0006952855015222362,-0.03984271144332672,-0.03984271144332672,-0.02567462184003009,67,1,17,17.0,7,22.714285714285715,22.498565850625223,156.26982563149426
6,0.0,0.0,,0.19090008735656738,16.50941933549428,0.000706016214729236,-0.08252781512690524,-0.08252781512690524,-0.07575225433002875,270,1,122,122.0,3,16.666666666666668,1.0911249485047134,4.550376649389226
3,0.0,0.0,,0.012149810791015625,143.65415453910828,0.0004064585184918271,-0.5922446998895383,-0.5922446998895383,-0.5808345613521744,22,1,16,16.0,7,20.285714285714285,21.97796831892864,108.86563104024512
13,0.0,0.0,,0.6579501628875732,0.5577998161315918,0.00017545322741016267,0.25852801051794316,0.25852801051794316,0.24882054275759358,144,1,26,26.0,1,25.0,11.151012553968114,56.82415026877408
16,0.0,0.0,,0.6076500415802002,3.679858816587007,0.000980158596648973,0.16734754004064395,0.16734754004064395,0.1578316024732278,356,1,38,38.0,4,15.25,13.6117303885564,75.96999765464322
25,0.0,0.0,,0.09389996528625488,147.15779310464856,0.0005400426699970125,-0.4933796661908553,-0.4933796661908553,-0.49536005268892325,2,2,17,16.0,4,41.25,19.081784219785654,227.42269550905334
19,0.0,0.0,,0.13179993629455566,65.63211059570312,-0.0005765295421743677,-0.37064677426794995,-0.37064677426794995,-0.3786263109549232,3,1,79,79.0,3,37.666666666666664,9.949336517555478,95.16081072286848
3,0.0,0.0,,0.27175045013427734,46.0123233795166,-0.0008165498306837563,-0.16284607350826263,-0.16284607350826263,-0.14375855028629303,33,0,0,0.0,8,16.0,22.19285608851804,119.75877573145948
13,0.0,0.0,,0.516700267791748,0.6352651735452488,0.0010055255097314096,0.17662410909722165,0.17662410909722165,0.16224172343378482,226,1,24,24.0,1,18.0,7.309560414768631,124.26252705106563
14,0.0,0.0,,0.2051999568939209,14.514451911372527,-0.00018140508810842023,-0.09219781023447587,-0.09219781023447587,-0.07368314870196388,90,2,44,37.0,2,22.5,7.360458804901267,182.74323503925837
18,1.0,0.0,,0.09305000305175781,128.24081230163574,0.000355751541150477,-0.5366307497024536,-0.5366307497024536,-0.5059304237365723,1,0,0,0.0,5,24.2,21.045640395382794,109.9703432984538
24,0.0,0.0,,0.20254993438720703,20.20919919013977,0.001022457890160364,-0.04101567715406418,-0.04101567715406418,-0.03790872171521187,306,0,0,0.0,4,27.75,23.999072445914276,127.97750801624758
7,0.0,0.0,,0.47465014457702637,102.92154431343079,-0.005146812767072867,-0.38232863483642665,-0.38232863483642665,-0.37996884127379404,185,1,21,21.0,2,30.0,8.789009925872907,43.34929834734817
12,1.0,0.0,,0.6670498847961426,0.754549503326416,0.0011213342650836287,0.30196884274482727,0.30196884274482727,0.2695217728614807,252,0,0,0.0,5,14.0,21.35525193998459,94.70423540061208
4,0.0,0.0,,0.6381499767303467,1.353450059890747,-0.0007287096347454562,0.17333517968654633,0.17333517968654633,0.186176136136055,155,0,0,0.0,9,20.444444444444443,21.351296416560906,119.05425041335346
8,1.0,0.0,,0.754849910736084,1.7362537384033203,0.0012590233940573926,0.27033522725105286,0.27033522725105286,0.2526542842388153,279,0,0,0.0,5,33.0,26.723061831681736,177.10278304545525
9,1.0,0.0,,0.4417998790740967,3.5499491691589355,-0.00018266295945092243,0.10227209346301082,0.10227209346301082,0.10386831316881824,216,2,16,15.5,5,9.6,17.747448580106003,90.72353871359499
15,1.0,0.0,,1.0928000211715698,0.2201998233795166,0.0006767752014851546,0.746414793472664,0.746414793472664,0.7429894229640132,196,2,39,29.5,6,19.0,18.149977499825777,87.21588958431447
26,0.0,0.0,,0.08664989471435547,326.4337589740753,-0.002415309047431654,-1.176100456748022,-1.176100456748022,-1.1617595143025488,19,1,19,19.0,3,22.333333333333332,18.20036224166469,85.6390631196207
16,1.0,0.0,,0.5987999439239502,8.955599904060364,-0.007953889694797442,-0.4765153442110334,-0.4765153442110334,-0.4835071577609822,179,1,16,16.0,3,6.333333333333333,6.919498843452295,21.216196071351845
22,0.0,0.0,,0.9549998044967651,0.03656876087188721,0.002391674205008918,0.503941918621544,0.503941918621544,0.5157369262930276,350,1,11,11.0,3,10.0,10.248530263828824,75.33235324000928
26,0.0,0.0,,0.2358999252319336,14.637558221817017,-0.00045285231396334133,-0.04799291864037514,-0.04799291864037514,-0.04135873168706894,42,0,0,0.0,5,24.0,27.24190671059938,131.75970085097788
7,0.0,0.0,,0.6311001777648926,6.082599878311157,-1.4244448416898309e-05,0.11255936362162358,0.11255936362162358,0.04052684313239184,276,2,29,24.5,3,9.0,14.099636387576234,54.683428496479756
24,1.0,0.0,,0.3538999557495117,2.2427990436553955,0.000474333413880953,0.011154918000102043,0.011154918000102043,0.025091316550970078,354,0,0,0.0,3,14.666666666666666,27.220491356897057,135.21993010614435
21,1.0,0.0,,0.9180500507354736,0.0,0.0003011866277623825,0.5295535496303013,0.5295535496303013,0.5186426948877281,213,1,32,32.0,2,61.0,22.44839898875091,283.094352435408
22,0.0,0.0,,0.39699995517730713,4.334805130958557,8.59392945199507e-05,0.11435722319685776,0.11435722319685776,0.1079663448011042,306,2,34,32.0,1,16.0,6.150975524582118,67.68785125588542
21,1.0,0.0,,0.26889991760253906,13.406428337097168,0.0008201346476169794,-0.07136251777410507,-0.07136251777410507,-0.05650843679904938,263,0,0,0.0,5,15.6,18.732193334855502,124.56192939009263
5,0.0,0.0,,0.5055999755859375,24.98330545425415,-0.0018836462207747584,0.04121091589331627,0.04121091589331627,0.02691074088215828,224,0,0,0.0,1,12.0,17.75017479052099,43.54519115851517
21,0.0,0.0,,0.7889499664306641,0.0,0.0005355006117019474,0.3620712523366891,0.3620712523366891,0.3550820674985536,348,1,102,102.0,4,16.25,5.2150886532322485,31.682910301274664
24,0.0,0.0,,0.2752000093460083,14.932950854301453,0.0004399816122018412,0.010146599356867686,0.010146599356867686,-0.00036658325057098185,313,1,21,21.0,4,13.25,15.422509498553588,92.15112524548871
9,1.0,0.0,,0.09425020217895508,195.27339780330658,-0.006196328945273444,-1.5894651730187468,-1.5894651730187468,-1.5751652265079634,34,2,16,13.5,7,13.0,20.048343554032527,100.37664101574762
22,0.0,0.0,,0.4080498218536377,3.1602503061294556,-0.0011822919244075586,0.020730447034541955,0.020730447034541955,0.011823795156020838,282,2,30,25.5,1,11.0,2.9506992793601015,29.50699279360083
21,1.0,0.0,,0.1424999237060547,20.945670127868652,0.0005905381704162419,-0.1740524172782898,-0.1740524172782898,-0.16834326088428497,303,0,0,0.0,7,18.428571428571427,16.80426315137014,114.32616719800353
24,0.0,0.0,,0.5037000179290771,1.8188753873109818,0.001292338546879861,0.22717002710374465,0.22717002710374465,0.21362500929314157,322,1,7,7.0,9,8.777777777777779,19.781903522092033,109.17068014749091
16,0.0,0.0,,0.6194000244140625,2.941848635673523,-0.0011894546310933776,0.2021307384266573,0.2021307384266573,0.18717710568709076,59,1,26,26.0,4,36.25,22.999599840464334,139.25746938401437
14,0.0,0.0,,0.24064993858337402,48.20856392383574,0.0005654828887080053,-0.3490463248154028,-0.3490463248154028,-0.34058544263538165,356,1,21,21.0,3,48.0,20.214476340533768,112.98416993068099
6,0.0,0.0,,0.3792998790740967,13.708417920505301,-0.00014700167990358058,-0.131162901886371,-0.131162901886371,-0.1218785361560714,222,1,16,16.0,5,26.2,24.796925782791,148.97897814896382
23,0.0,0.0,,1.188249945640564,0.0,0.002445231982143349,0.6100087509769685,0.6100087509769685,0.5975353109101313,349,1,42,42.0,2,48.0,19.657808757156594,142.96795057322163
4,0.0,0.0,,0.06745004653930664,96.53068208694458,-0.0009507787716726067,-0.3985874354839325,-0.3985874354839325,-0.3946976959705353,4,0,0,0.0,9,14.555555555555555,21.42082561315939,98.28507551824413
1,1.0,0.0,,0.25605010986328125,65.27343130111694,-0.0018399120509813409,-0.43602415259812727,-0.43602415259812727,-0.4134731318639672,58,1,14,14.0,5,28.0,12.415910200612,100.26193474449049
13,1.0,0.0,,0.7343872164891767,0.7327717296348126,0.0009165976995254295,0.24270236024669573,0.24270236024669573,0.23158652035063057,338,2,120,67.0,5,27.2,16.475280416492904,147.88243582710203
19,0.0,0.0,,0.17474985122680664,28.637198209762573,-0.002669837166511955,-0.4006042096461235,-0.4006042096461235,-0.3926458592000215,74,1,79,79.0,4,38.0,24.852734602288596,207.23792891103676
22,0.0,0.0,,0.6980999708175659,0.014950275421142578,0.0008627678683679577,0.33215670458742885,0.33215670458742885,0.323427491029434,162,1,38,38.0,3,21.666666666666668,10.136152549230228,45.10281393778487
24,1.0,0.0,,0.3536498546600342,2.2535533905029297,0.0005672131053814801,0.02692372538149357,0.02692372538149357,0.03381294757127762,337,0,0,0.0,3,20.333333333333332,27.220491356897057,135.21993010614435
22,0.0,0.0,,0.09884977340698242,74.11585187911987,-0.0011539118045856094,-0.29466813518887475,-0.29466813518887475,-0.2862844943487711,3,2,28,27.0,3,37.0,3.761736038365072,20.65199406563359
17,1.0,0.0,,0.22589993476867676,12.754939079284668,0.0002772965151299439,-0.04080314561724663,-0.04080314561724663,-0.038706447929143906,219,0,0,0.0,1,7.0,15.605553419100701,42.37987056264976
14,0.0,0.0,,0.022799968719482422,41.93670082092285,-0.0006819681358867045,-0.407529434903997,-0.407529434903997,-0.40022928152627096,1,1,44,44.0,2,18.5,15.134946593159004,46.45309878910114
15,1.0,0.0,,0.5236002206802368,6.76008939743042,0.00014072366073646734,0.07884576140331621,0.07884576140331621,0.06490781583807027,215,1,34,34.0,6,20.5,20.641256471128106,108.82482799200203
21,0.0,0.0,,0.5123999118804932,54.94522162278494,0.0009612899977967078,-0.060908117548090404,-0.060908117548090404,-0.043272113611575624,240,2,23,15.5,4,12.0,18.52193941191581,124.68509615875071
6,0.0,0.0,,0.21914982795715332,16.565500617027283,-0.0026644479307914,-0.25861626546256017,-0.25861626546256017,-0.25765965913177175,218,1,177,177.0,4,18.25,12.371933645814657,68.67790548713735
24,0.0,0.0,,0.4894998073577881,0.2852499485015869,0.0014343639707706088,0.13778804063129158,0.13778804063129158,0.12967891393715406,307,2,34,32.0,4,20.5,10.62531870714004,69.52681021387271
4,0.0,0.0,,1.0026497840881348,5.98995566368103,0.002781022587887434,0.3847455084323883,0.3847455084323883,0.39760199189186096,262,0,0,0.0,8,25.875,24.691026615533787,146.226255807844
23,0.0,0.0,,0.4863501787185669,0.9408994913101196,0.0006223828995082268,0.2018227166488391,0.2018227166488391,0.1836852317035434,335,1,47,47.0,7,29.428571428571427,21.735919966093782,140.6168394066544
7,0.0,0.0,,0.30264997482299805,0.07465028762817383,0.0001862853470213766,0.1294013261795044,0.1294013261795044,0.11996064335107803,335,0,0,0.0,2,11.5,20.909648393799543,79.97061326805533
6,0.0,0.0,,0.365649938583374,137.66781651973727,-0.0028556676478788644,-0.5169634007606185,-0.5169634007606185,-0.505694153347701,11,2,18,17.0,3,22.0,19.23269099170237,90.73256032594121
18,1.0,0.0,,0.4013998508453369,40.760454177856445,0.002126100359329606,-0.23563868992802808,-0.23563868992802808,-0.22121139828133699,306,1,8,8.0,5,28.0,32.243686705631774,255.78998079682884
25,0.0,0.0,,0.47804999351501465,28.398056626319885,0.0008179172793520113,-0.04961117258926734,-0.04961117258926734,-0.0508216477095126,212,1,18,18.0,4,41.25,26.72610504985103,206.8935883416762
23,0.0,0.0,,0.15834999084472656,310.3735191822052,0.00046593966234288514,-1.0737804174423218,-1.0737804174423218,-1.0761069059371948,7,0,0,0.0,7,30.0,20.249210804392884,117.97247191351441
24,1.0,0.0,,0.5829501152038574,0.5306501388549805,0.0008531991329058671,0.3311324620447239,0.3311324620447239,0.3345998407823766,347,1,74,74.0,2,42.5,6.9505124423634586,48.50497989084462
26,0.0,0.0,,0.5016498565673828,0.8802497386932373,0.001072927377990802,0.264607310295105,0.264607310295105,0.26972174644470215,320,0,0,0.0,3,20.666666666666668,26.49131832375188,130.06081921215076
24,1.0,0.0,,0.33990025520324707,2.1421499252319336,-0.0035223832952106953,-0.11670955690015264,-0.11670955690015264,-0.11060380339285937,275,1,74,74.0,2,45.5,15.825559842954224,84.88588846200784
14,0.0,0.0,,0.18310022354125977,9.598198413848877,-0.006739093329721493,-1.1305617094039917,-1.1305617094039917,-1.1057932376861572,48,0,0,0.0,1,28.0,22.53682786834066,159.60753138613376
22,0.0,0.0,,0.028800010681152344,233.20825576782227,-0.006904592374732565,-1.0704779214217883,-1.0704779214217883,-1.051025380722321,82,1,38,38.0,1,15.0,3.019263909486121,42.26969473280544
4,0.0,0.0,,0.0890498161315918,219.13292050361633,-0.004809726353297232,-1.356490969657898,-1.356490969657898,-1.3312523365020752,44,0,0,0.0,6,17.833333333333332,21.618266497743107,90.68961878061522
23,0.0,0.0,,0.4747500419616699,1.3884997367858887,-0.0006352536086058549,0.13371934576862665,0.13371934576862665,0.13157930739081233,100,1,46,46.0,6,17.666666666666668,19.648920679282952,104.38679921638173
6,0.0,0.0,,0.07655024528503418,22.320312350988388,-0.002651474269640785,-1.095602030847587,-1.095602030847587,-1.1043718923693118,40,1,15,15.0,4,20.0,22.105877161064704,126.05673131864302
24,1.0,0.0,,0.48655009269714355,0.028999924659729004,0.0010552483388376636,0.22855465986481563,0.22855465986481563,0.22905961716342363,295,1,27,27.0,3,14.666666666666666,20.161073879974307,161.73326627336132
19,1.0,0.0,,0.12190008163452148,51.46200144290924,-0.00392961141889135,-1.0252500735745043,-1.0252500735745043,-1.0082849282374802,3,1,86,86.0,4,41.25,22.469082367367783,245.5469701592978
14,0.0,0.0,,0.18884992599487305,55.98456680774687,0.001223173493860122,-0.40081636812172683,-0.40081636812172683,-0.38387459610761865,340,1,21,21.0,1,82.0,32.815217627313615,213.6024089411692
1,1.0,0.0,,0.6260499954223633,0.46735239028930664,0.0003778233217461835,0.321382999420166,0.321382999420166,0.32506510615348816,99,0,0,0.0,4,20.5,20.924567997809483,120.4949192346979
9,1.0,0.0,,0.3255503177642822,66.3175448179245,-0.008436739602585178,-1.033911274594753,-1.033911274594753,-1.0140609669001783,95,2,16,13.5,6,13.666666666666666,21.421330380349854,130.29350425258403
7,1.0,0.0,,0.34060001373291016,9.816226442654928,-0.00031111096531574603,0.03494566795872706,0.03494566795872706,0.0446237929590579,137,2,89,56.5,4,21.75,2.5075387359334904,12.748839261066234
12,1.0,0.0,,0.9282503128051758,1.3494492769241333,0.0004483184184100324,0.2643831704511028,0.2643831704511028,0.2500770066380216,287,1,27,27.0,2,26.0,12.024793379512738,38.75569236343084
25,0.0,0.0,,0.49530017375946045,54.107995489517904,0.0025019003408943766,-0.16232730327200154,-0.16232730327200154,-0.14881814789860076,314,1,162,162.0,5,40.4,16.031705200019424,178.99307952328581
17,1.0,0.0,,0.08705019950866699,34.6484956741333,0.00020661442615358007,-0.22011132538318634,-0.22011132538318634,-0.20083479583263397,3,0,0,0.0,2,58.0,32.02419256225965,190.70111645136336
14,0.0,0.0,,0.527400016784668,5.76125180721283,-0.0007780646717255448,0.09671816672263693,0.09671816672263693,0.09578373941822325,207,1,20,20.0,4,15.25,12.657580543404087,84.81181520576828
22,0.0,0.0,,0.05360007286071777,6.080049991607666,-0.010199672970106322,-1.200512806240584,-1.200512806240584,-1.2183175979168162,91,1,29,29.0,1,6.0,5.228564925563608,26.14282462781799
14,0.0,0.0,,0.19704985618591309,226.2909996509552,-0.0046427549759153,-1.1666187739171903,-1.1666187739171903,-1.1596572146992286,75,2,33,25.5,2,29.0,4.6070540650760385,94.07366974710136
7,1.0,0.0,,0.20099997520446777,20.551702175140377,0.00029331353224174445,-0.06925929093561253,-0.06925929093561253,-0.07388890888379966,274,1,24,24.0,6,16.0,13.007122774354556,57.47187154389667
8,1.0,0.0,,0.4696998596191406,34.03972106426954,-0.00105596806637457,-0.049531971206184196,-0.049531971206184196,-0.04440817658020103,78,1,15,15.0,5,20.4,22.55267167787185,165.59842053212066
26,0.0,0.0,,0.1706998348236084,6.199753046035767,-0.00024864813712325575,-0.10230978578329086,-0.10230978578329086,-0.10110443830490112,140,0,0,0.0,4,41.0,24.78060595525471,150.99202522799627
21,1.0,0.0,,0.4544496536254883,2.916350841522217,0.00039528582634587134,0.1311366856098175,0.1311366856098175,0.12566517293453217,166,0,0,0.0,6,19.5,20.292404371402665,131.00910607088872
5,0.0,0.0,,1.119649887084961,7.628598928451538,-0.0014247172974916457,0.17061239464276312,0.17061239464276312,0.18078901234620845,195,2,13,8.0,5,11.6,28.369180513059934,162.07091800797005
5,0.0,0.0,,0.9673315828496758,16.482303023338318,-0.0005009251877113995,0.1266446327294956,0.1266446327294956,0.12824733263945695,126,1,16,16.0,7,12.571428571428571,20.742461742731283,123.0516212507501
23,0.0,0.0,,0.05429983139038086,6.138849973678589,-0.009677648975838284,-0.8886360319054761,-0.8886360319054761,-0.9068169146056336,38,0,0,0.0,1,65.0,33.84047189768523,263.4910448495772
14,0.0,0.0,,1.1167500019073486,0.32949984073638916,0.001373180531946853,0.5882844654451899,0.5882844654451899,0.5842825650226458,154,1,21,21.0,4,8.25,14.475610741501713,67.00688500176915
25,0.0,0.0,,0.6438500881195068,0.5880999565124512,-0.0013090717936785374,0.11431658885726075,0.11431658885726075,0.10923951896848107,19,2,17,16.0,3,41.333333333333336,22.16705486498289,276.6121665577245
5,0.0,0.0,,0.145399808883667,46.473052978515625,-0.007689042654530208,-1.0705283339284046,-1.0705283339284046,-1.0497016883504087,117,1,28,28.0,3,7.666666666666667,3.1783487949983495,17.585199378912638
6,0.0,0.0,,0.18969988822937012,126.87404656410217,-0.0054395751072414894,-0.5227867885797965,-0.5227867885797965,-0.5160492993409709,132,1,111,111.0,5,20.6,17.303102877423306,96.90611203955672
23,0.0,0.0,,0.25080013275146484,15.00846242904663,0.00028180343635954324,-0.07259606570005417,-0.07259606570005417,-0.07881095260381699,352,0,0,0.0,5,28.2,24.76249490247917,110.31741897910607
21,1.0,0.0,,0.4193000793457031,3.574079990386963,0.0007645085661046713,0.07483891397714615,0.07483891397714615,0.0808134526014328,248,0,0,0.0,6,14.0,16.3511489703713,107.20602188152917
24,0.0,0.0,,0.041049957275390625,388.57625909149647,-0.0008108238386035562,-1.721754832928922,-1.721754832928922,-1.6820173315379932,1,1,7,7.0,10,9.1,17.427780393546502,77.28500823980153
18,1.0,0.0,,0.38770008087158203,57.91409659385681,-0.005326197235917287,-0.28709667921066284,-0.28709667921066284,-0.28599128127098083,215,0,0,0.0,5,10.0,24.429290674739665,112.32112885951555
25,0.0,0.0,,0.4753999710083008,28.69717454282861,0.0007806028353778762,-0.050929402937742174,-0.050929402937742174,-0.051934133528026345,219,1,18,18.0,4,39.0,25.473314099843776,206.16371241960383
14,0.0,0.0,,0.11624979972839355,325.02401208877563,-0.0023064610599411767,-1.4760430600462842,-1.4760430600462842,-1.4456717206369423,23,1,33,33.0,3,9.0,13.401382033821235,82.37131522658058
1,1.0,0.0,,0.26055002212524414,11.142548322677612,-0.0008352385591783272,-0.032808721566400606,-0.032808721566400606,-0.044256660288223525,157,2,99,86.0,5,20.2,4.797881087581286,52.277263992342924
21,0.0,0.0,,0.26884984970092773,2.6557505130767822,-0.0012038224348439124,-0.24628545343875885,-0.24628545343875885,-0.2482827603816986,23,0,0,0.0,2,31.5,22.38265939208205,103.25978437360038
22,0.0,0.0,,0.6933999061584473,4.872550010681152,0.0012865256827266683,0.2632531378449512,0.2632531378449512,0.24921305209213163,316,1,1,1.0,2,10.0,17.689585987202964,129.77973961454256
15,0.0,0.0,,0.5816000699996948,4.793399930000305,-0.005200091161434472,-0.49364152442173465,-0.49364152442173465,-0.5147444377064909,83,1,40,40.0,6,11.666666666666666,12.212922562156187,68.86499569170508
26,0.0,0.0,,0.3413999080657959,2.225050926208496,-0.0004038488351178994,0.06498973816633224,0.06498973816633224,0.06504344195127487,70,0,0,0.0,5,24.2,26.034199988684286,117.98280238205136
2,1.0,0.0,,0.3098001480102539,41.3374125957489,-0.00010743200824581414,-0.15445277094841003,-0.15445277094841003,-0.1757846474647522,189,0,0,0.0,2,22.5,25.039094210516588,131.0971474756617
17,1.0,0.0,,0.05659985542297363,2.3007009029388428,-0.000604893098623139,-0.14084874093532562,-0.14084874093532562,-0.12759359180927277,48,0,0,0.0,3,17.666666666666668,19.884764431928634,126.6474585985493
2,0.0,0.0,,0.14549994468688965,4.897600054740906,-0.0035198718056615227,-0.46753492859565243,-0.46753492859565243,-0.4945656218436027,215,1,70,70.0,2,28.5,10.376723329415139,94.65375092121383
25,0.0,0.0,,0.11255002021789551,94.65343582630157,-0.0024950721116367707,-0.4217242369798719,-0.4217242369798719,-0.41215360019192265,12,2,138,76.5,5,37.2,12.790202148103205,143.68497577493622
21,1.0,0.0,,0.45959949493408203,2.7103075981140137,0.00046155787971287527,0.1278967261314392,0.1278967261314392,0.14402368664741516,185,0,0,0.0,6,20.666666666666668,19.740616094093333,127.70080602466942
25,0.0,0.0,,0.3336817242882466,1.638100028038025,-0.0002437100086226375,-0.06226749413487624,-0.06226749413487624,-0.06373843864018737,326,1,19,19.0,2,40.5,25.88566074554125,258.8357267522391
15,0.0,0.0,,1.848949909210205,0.07905006408691406,0.0036078208286440625,1.0369410087414483,1.0369410087414483,1.0110529302660833,348,2,30,23.0,4,19.0,19.599564196462197,131.6779396820275
15,1.0,0.0,,0.3027501106262207,5.165649890899658,-0.0016870385591671588,-0.013883506550508387,-0.013883506550508387,-0.07238886443522609,26,1,63,63.0,1,6.0,21.3880399174601,102.16282403931771
14,0.0,0.0,,0.2958500385284424,42.204845547676086,0.001645704023446504,-0.296802216551217,-0.296802216551217,-0.303523894496586,353,1,21,21.0,3,32.333333333333336,19.62946327982934,105.91475886640752
17,1.0,0.0,,0.781999945640564,0.21601582841670242,-0.0007379254503251314,0.22780477015578113,0.22780477015578113,0.20967044666711504,130,1,46,46.0,5,25.2,20.093898539182995,135.32459480553234
24,0.0,0.0,,0.0035495758056640625,103.90396308898926,-3.2023303313093956e-05,-0.42901456356048584,-0.42901456356048584,-0.41919806599617004,1,0,0,0.0,4,14.25,24.33821520510806,114.69274086196546
24,1.0,0.0,,0.2505999803543091,4.088800430297852,-0.0006235553396718445,0.02033549964594907,0.02033549964594907,0.011099960465581482,43,1,27,27.0,3,18.0,18.07017601612733,149.9331491103288
3,1.0,0.0,,0.48059988021850586,21.220654487609863,-0.0021343744255315484,-0.0640014034359395,-0.0640014034359395,-0.05773216975483919,57,2,17,12.0,4,20.75,17.194365740686056,99.04048441430973
12,1.0,0.0,,0.5187497138977051,4.462755918502808,0.0010551659225138729,0.16836711764335632,0.16836711764335632,0.17031942307949066,241,0,0,0.0,4,16.25,20.254986016923098,95.16534896811044
14,0.0,0.0,,0.34584999084472656,5.211294651031494,0.0011015997145124093,0.10107258707284927,0.10107258707284927,0.1021304726600647,215,0,0,0.0,0,0.0,0.0,0.0
7,1.0,0.0,,0.11699986457824707,3.0591139793395996,0.00042999524676539676,-0.04747676047958246,-0.04747676047958246,-0.046884635151195043,301,1,140,140.0,2,12.5,0.1267664120541449,1.4578137386223355
15,0.0,0.0,,0.5112999677658081,22.632179141044624,0.0015396603792375177,-0.029958081846477604,-0.029958081846477604,-0.06004015478402078,314,1,51,51.0,5,27.8,30.61363584586406,221.21541928967463
24,0.0,0.0,,0.7467501163482666,0.18777485191822052,0.001464058632485029,0.4303174644959073,0.4303174644959073,0.42583160750243976,352,1,7,7.0,8,9.75,17.323857261313066,90.99693823218888
25,0.0,0.0,,0.0,384.6267322897911,-0.0004323829689892351,-1.3791334313504837,-1.3791334313504837,-1.3473912446804395,0,1,18,18.0,3,59.0,34.42564141080204,281.3570695087928
1,1.0,0.0,,0.34204959869384766,140.54174494743347,0.000630432199680684,-0.6426107883453369,-0.6426107883453369,-0.636295735836029,4,0,0,0.0,4,10.25,15.364318410996134,62.933145345618975
18,1.0,0.0,,0.4658997058868408,0.30515050888061523,-0.0002722205316800729,0.16301360726356506,0.16301360726356506,0.18596507608890533,153,0,0,0.0,2,28.0,31.18802947624377,162.83605148744348
26,0.0,0.0,,0.20819997787475586,15.399600744247437,-0.0006590998637595935,-0.06749104708433151,-0.06749104708433151,-0.08053912222385406,88,0,0,0.0,4,30.75,24.836362919709856,117.54440273748537
7,1.0,0.0,,0.3883500099182129,2.592850685119629,0.0010842571896843378,0.08808385991916601,0.08808385991916601,0.08403078535883443,231,1,22,22.0,1,19.0,2.300118986504227,12.307561959662925
23,0.0,0.0,,1.031849980354309,0.9225000143051147,0.0014442533593568238,0.36606219803251805,0.36606219803251805,0.35628231523536413,165,1,56,56.0,8,25.75,24.771826769331607,234.41020609824722
