participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak
15,0.0,1.0,0.5,0.4660000801086426,1.4138505458831787,3.676847246940842e-05,0.14384379982948303,0.14384379982948303,0.1336965560913086,85
25,0.0,1.0,0.5,0.13880014419555664,16.498230934143066,0.0009431079421439601,-0.08066864311695099,-0.08066864311695099,-0.07186989486217499,185
3,0.0,1.0,0.5,0.47784996032714844,3.0049498081207275,-0.00013080624573314888,0.14209376306976448,0.14209376306976448,0.16956672668457032,169
4,1.0,1.0,1.0,0.14534997940063477,105.50824928283691,-0.0032836203124577117,-0.6489264369010925,-0.6489264369010925,-0.6012799739837646,52
24,1.0,1.0,1.0,0.06059980392456055,115.96641087532043,-0.009393987933681966,-1.6943168640136719,-1.6943168640136719,-1.6539502143859863,15
4,0.0,1.0,0.5,0.10109996795654297,21.77835249900818,-0.00020858781523376118,-0.2238255739212036,-0.2238255739212036,-0.2271200269460678,225
17,1.0,1.0,0.5,0.40269994735717773,6.324502944946289,-0.0011842302349750044,0.06457630544900894,0.06457630544900894,0.05642658844590187,124
19,1.0,1.0,1.0,0.2283000946044922,63.179107904434204,0.003269374766786543,-0.32106250524520874,-0.32106250524520874,-0.31032001972198486,201
6,1.0,1.0,0.5,0.0,237.57741165161133,-0.0031733646696277145,-1.6475181579589844,-1.6475181579589844,-1.5891165733337402,0
26,1.0,1.0,1.0,0.3686504364013672,4.367300510406494,0.0006350901876949112,0.08070547878742218,0.08070547878742218,0.07561003416776657,195
18,1.0,1.0,0.5,0.6082496643066406,0.9629015922546387,-0.00040333209287668107,0.13972078263759613,0.13972078263759613,0.14857985079288483,136
23,1.0,1.0,1.0,0.09924983978271484,193.71118259429932,-0.008270172285945383,-1.4611271619796753,-1.4611271619796753,-1.400166630744934,14
16,1.0,1.0,0.5,0.49250006675720215,0.06234931945800781,0.0010537688016481834,0.1989690363407135,0.1989690363407135,0.17101339995861053,180
22,1.0,1.0,1.0,0.19134974479675293,74.62035799026489,-0.010552728325352702,-0.6075293172763873,-0.6075293172763873,-0.5581842163824298,118
26,1.0,1.0,1.0,0.07524967193603516,141.72211456298828,-0.007986053560794126,-0.8835499286651611,-0.8835499286651611,-0.8713533878326416,68
5,1.0,1.0,0.5,0.9800000190734863,0.03664994239807129,0.0030541908725007,0.5497027283479393,0.5497027283479393,0.5432490072998346,128
10,1.0,1.0,1.0,0.005699872970581055,119.78680300712585,-0.005437471145457436,-1.0132536193992518,-1.0132536193992518,-0.9741049487015296,1
13,1.0,1.0,1.0,0.05190014839172363,99.65057373046875,-0.010038831981723145,-1.0818906011460703,-1.0818906011460703,-1.0153738021850587,48
22,1.0,1.0,1.0,0.06060004234313965,125.67469191551208,-0.010074035518666853,-1.2312320541228927,-1.2312320541228927,-1.1810287077260275,15
24,0.0,1.0,0.5,0.3279001712799072,6.045299768447876,-0.009677637115715143,-0.4366066973923631,-0.4366066973923631,-0.36836905523582736,64
16,1.0,1.0,1.0,1.0389502048492432,0.014699935913085938,0.0019143347093176042,0.7196074724197388,0.7196074724197388,0.6877134442329407,169
2,0.0,1.0,0.5,0.6752499341964722,4.664748787879944,0.0038103355741317484,0.25693662282283797,0.25693662282283797,0.2553643393516541,214
23,1.0,1.0,1.0,0.0,6.319700002670288,-0.013380063023141335,-2.238654964835332,-2.238654964835332,-2.0800859453407585,0
9,0.0,1.0,0.5,0.15465021133422852,270.52786511182785,-0.0035233689324105522,-1.7973979221114629,-1.7973979221114629,-1.7419021822528384,1
6,1.0,1.0,1.0,0.0881500244140625,110.76864910125732,-0.0058805545227698435,-1.1589575729289638,-1.1589575729289638,-1.133461322784424,12
19,1.0,1.0,1.0,0.24320006370544434,54.29435050487518,-0.010251126103468821,-0.49767890559973094,-0.49767890559973094,-0.4522355887695784,127
23,0.0,1.0,0.5,0.5219001770019531,0.7280483245849609,0.0013771055334294486,0.2205256223678589,0.2205256223678589,0.22331008315086365,144
1,1.0,1.0,0.5,0.8053499460220337,0.0,0.00038870400622109755,0.3321025590353374,0.3321025590353374,0.31821422724496745,127
23,0.0,1.0,0.5,0.3539998531341553,0.4979522228240967,-3.97789425194389e-05,0.12186351418495178,0.12186351418495178,0.12324313819408417,120
17,1.0,1.0,1.0,0.3966999053955078,0.09585046768188477,0.0010242005645506758,0.17586827278137207,0.17586827278137207,0.16433320939540863,179
21,1.0,1.0,1.0,0.4113001823425293,0.09904980659484863,0.0012358907307330543,0.20626041154821212,0.20626041154821212,0.2059277675549189,191
17,1.0,1.0,1.0,0.1878499984741211,86.91565704345703,-0.008149417829645856,-0.543869137763977,-0.543869137763977,-0.5149567127227783,83
16,1.0,1.0,1.0,0.017350077629089355,52.90780055522919,-0.0015106779150773275,-0.40951065549367593,-0.40951065549367593,-0.3670234441757202,3
14,1.0,1.0,1.0,0.0708003044128418,150.3082138299942,-0.012610771951904456,-1.1016246528062137,-1.1016246528062137,-1.0566215691743073,63
24,0.0,1.0,0.5,0.0,212.8647584915161,-0.0007070555700473674,-1.2486742734909058,-1.2486742734909058,-1.2023999691009521,0
19,1.0,1.0,1.0,0.3756997585296631,15.106657505035404,-0.0027953555017462624,-0.0745159855371789,-0.0745159855371789,-0.07817807764974288,26
25,1.0,1.0,1.0,0.17534995079040527,64.50800132751465,-0.008683549650376196,-0.5128267369692838,-0.5128267369692838,-0.48641070604324343,70
19,1.0,1.0,1.0,0.2777998447418213,1.783003330230713,-0.0005040532288223074,0.036867424845695496,0.036867424845695496,0.046116575598716736,221
22,1.0,1.0,0.0,0.43525004386901855,7.159398913383484,0.0016794895413565422,0.05912924164961159,0.05912924164961159,0.06200275502653201,145
21,1.0,1.0,0.5,1.0821499824523926,0.9283500909805298,0.003909898645116465,0.5646692788550622,0.5646692788550622,0.5448305242276066,143
5,1.0,1.0,1.0,0.9586501121520996,0.0006499290466308594,0.0032709550196997864,0.30603031619188653,0.30603031619188653,0.2786447979155041,234
19,1.0,1.0,1.0,0.0,156.35517525672913,-0.0005100862536445719,-1.0791521072387695,-1.0791521072387695,-1.057486891746521,0
22,1.0,1.0,1.0,0.6356499195098877,0.9611888069372911,0.0015328033432140166,0.10419963507712642,0.10419963507712642,0.12008325870220476,201
5,1.0,1.0,0.5,1.0576000213623047,0.04864978790283203,0.0044652203472339705,0.3996051251888275,0.3996051251888275,0.36616000533103943,222
19,1.0,1.0,1.0,0.2801504135131836,11.073600769042969,0.00045682176118499177,-0.0429198332130909,-0.0429198332130909,-0.03545986860990524,169
24,1.0,1.0,1.0,0.36440038681030273,1.711400032043457,-0.004654144454980153,-0.036490846425294876,-0.036490846425294876,-0.00011968612670898438,177
12,0.0,1.0,0.5,0.5112500190734863,0.16904997825622559,0.0002200963591689548,0.15128353238105774,0.15128353238105774,0.1857866495847702,134
4,0.0,1.0,0.5,0.25064992904663086,0.9612500667572021,-0.0005825896298705304,-0.0425293929874897,-0.0425293929874897,-0.04441002383828163,215
9,1.0,1.0,1.0,1.0560998916625977,1.7742947112946283,0.004683376589412978,0.5191676475830722,0.5191676475830722,0.5027761788595291,187
6,1.0,1.0,0.5,0.054450035095214844,3.8371500968933105,-0.00599642492652631,-0.3238304264937775,-0.3238304264937775,-0.2859407191262965,10
22,0.0,1.0,0.0,0.012850046157836914,31.135389506816864,-0.00043052478507763604,-0.16582272399829912,-0.16582272399829912,-0.1575124348203341,83
9,1.0,1.0,0.5,0.2602503299713135,6.2296998500823975,-0.011231047054220913,-0.9963509050602651,-0.9963509050602651,-0.8693634846564114,70
6,0.0,1.0,0.0,0.8973402023315433,0.01569986343383789,0.0018089646224210027,0.37080594054757293,0.37080594054757293,0.343369009759691,171
5,0.0,1.0,0.5,1.5095374335845317,0.8855108803226837,0.0033860401466961412,0.44579492666550324,0.44579492666550324,0.4313726027333547,202
14,0.0,1.0,0.0,0.6785502433776855,1.0605990886688232,0.0016689326753485812,0.28202792813506306,0.28202792813506306,0.3020889880836651,236
19,0.0,1.0,0.5,0.4685502052307129,12.905048608779907,0.002773915132263633,0.0042606954333148424,0.0042606954333148424,0.003049997488657574,229
2,0.0,1.0,0.0,0.6018499135971069,12.946675228990507,0.0004380515552186015,0.05591642454203675,0.05591642454203675,0.061207935405938114,54
