participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak
15,0.0,1.0,0.5,0.19390010833740234,8.034101724624634,-0.00766128664005719,-0.22880780696868896,-0.22880780696868896,-0.2106250524520874,35
25,0.0,1.0,0.5,0.1960000991821289,0.1770493984222412,-0.00029395781533907367,0.0625731572508812,0.0625731572508812,0.054500073194503784,35
3,0.0,1.0,0.5,0.1616497039794922,0.7885501384735107,-0.006484072160419985,-0.2533369237541134,-0.2533369237541134,-0.25934262617545967,19
4,1.0,1.0,1.0,0.5263998508453369,0.07939982414245605,0.002951765255507219,0.22516193985939026,0.22516193985939026,0.19878125190734863,115
24,1.0,1.0,1.0,0.8918502330780029,0.7700998783111572,0.009869846597158234,0.2568140923976898,0.2568140923976898,0.24927502870559692,115
4,0.0,1.0,0.5,0.4430999755859375,0.93695068359375,0.0020288315793175913,0.13164697587490082,0.13164697587490082,0.14115628600120544,75
17,1.0,1.0,0.5,0.08535003662109375,0.44845008850097656,-0.0034490490980147886,-0.22049950063228607,-0.22049950063228607,-0.19236871600151062,2
19,1.0,1.0,1.0,0.28315019607543945,3.1659975051879883,-0.002018652732748622,-0.015537543222308159,-0.015537543222308159,0.005337536334991455,51
6,1.0,1.0,0.5,0.43834996223449707,0.12065005302429199,0.0025377259446465257,0.17893801629543304,0.17893801629543304,0.16116246581077576,83
26,1.0,1.0,1.0,0.2899503707885742,2.9007010459899902,0.002781405417686095,0.07048457860946655,0.07048457860946655,0.07923120260238647,45
18,1.0,1.0,0.5,0.045299530029296875,14.54950761795044,-0.0011735249263111324,-0.25270742177963257,-0.25270742177963257,-0.19978123903274536,116
23,1.0,1.0,1.0,0.4827001094818115,0.06269979476928711,0.002459631953174914,0.15095099806785583,0.15095099806785583,0.12204384803771973,101
16,1.0,1.0,0.5,0.4364001750946045,0.0,0.0017662203030194006,0.27301642298698425,0.27301642298698425,0.2549439072608948,30
22,1.0,1.0,1.0,0.0,21.233551740646362,-0.004402183979389259,-0.6872531175613403,-0.6872531175613403,-0.6383062601089478,0
26,1.0,1.0,1.0,1.1057000160217285,0.10575056076049805,0.008210751453645991,0.4242165684700012,0.4242165684700012,0.42531242966651917,112
5,1.0,1.0,0.5,0.15549993515014648,2.1944968700408936,-0.00028216882605160306,-0.028804592788219452,-0.028804592788219452,-0.02338111400604248,13
10,1.0,1.0,1.0,1.0224502086639404,6.963699817657471,-0.004050872942729231,0.2430888679292467,0.2430888679292467,0.03193538316658562,107
13,1.0,1.0,1.0,0.35504984855651855,2.2233316898345947,0.004048264033430428,0.07904315809918265,0.07904315809918265,0.10685798525810242,99
22,1.0,1.0,1.0,0.31640005111694336,0.5978004932403564,0.00299066107845022,0.0921025350689888,0.0921025350689888,0.06769374012947083,101
24,0.0,1.0,0.5,0.06694984436035156,18.904850721359253,-0.0149123176051829,-1.3425956964492798,-1.3425956964492798,-1.2869938611984253,1
16,1.0,1.0,1.0,0.1676502227783203,3.1150450706481934,-0.00034559679673786334,-0.0637417584657669,-0.0637417584657669,-0.03966861963272095,19
2,0.0,1.0,0.5,0.17009997367858887,1.910149335861206,-0.001840259651215295,0.013049631379544735,0.013049631379544735,-0.0009312033653259277,64
23,1.0,1.0,1.0,0.8643499612808228,0.1987001895904541,0.005710647654580909,0.36346443697937536,0.36346443697937536,0.3503800665631014,107
9,0.0,1.0,0.5,0.6903500556945801,0.11170005798339844,0.002565640203334207,0.49440711736679077,0.49440711736679077,0.4400748908519745,115
6,1.0,1.0,1.0,0.5854001045227051,0.11569976806640625,0.0016573253726431866,0.303542822599411,0.303542822599411,0.2855812907218933,72
19,1.0,1.0,1.0,0.0,74.594247341156,-0.008607918584925052,-1.0298166275024414,-1.0298166275024414,-0.9894312620162964,0
23,0.0,1.0,0.5,0.034349918365478516,14.21675157546997,-0.0018608812772825199,-0.16447651386260986,-0.16447651386260986,-0.1342625617980957,9
1,1.0,1.0,0.5,0.007549762725830078,17.412557363510132,-0.0008878695041030114,-0.23413945734500885,-0.23413945734500885,-0.20900633931159973,115
23,0.0,1.0,0.5,0.17710018157958984,5.0079505443573,0.000896951494438584,-0.052606843411922455,-0.052606843411922455,-0.039312511682510376,58
17,1.0,1.0,1.0,0.2437000274658203,0.06344985961914062,-0.0001919327264716109,0.11599065363407135,0.11599065363407135,0.1031375527381897,29
21,1.0,1.0,1.0,0.1661996841430664,0.07335090637207031,-9.041422125758276e-05,0.05209680274128914,0.05209680274128914,0.05433732271194458,105
17,1.0,1.0,1.0,0.39299988746643066,3.661149740219116,0.0031262446586737967,0.012087619863450527,0.012087619863450527,0.015262573957443237,115
14,1.0,1.0,1.0,0.13764989376068115,12.326524615287783,0.0022334711757003006,-0.10171517551454723,-0.10171517551454723,-0.0963214136778362,98
24,0.0,1.0,0.5,0.5648002624511719,0.052449703216552734,0.002781193188742458,0.1616576462984085,0.1616576462984085,0.14363157749176025,114
19,1.0,1.0,1.0,0.127000093460083,6.8709495067596436,-0.0007770665283710769,-0.14107564168098646,-0.14107564168098646,-0.12423383869077309,66
25,1.0,1.0,1.0,0.02239990234375,22.658751964569092,-0.0004757815944140722,-0.27157264947891235,-0.27157264947891235,-0.24946877360343933,1
25,1.0,1.0,1.0,0.466749906539917,20.33593413308889,0.005542899470968199,-0.21623164160638794,-0.21623164160638794,-0.1709503173327246,113
19,1.0,1.0,1.0,0.41829991340637207,0.10009980201721191,0.0027719130611306773,0.13772188127040863,0.13772188127040863,0.12483137845993042,104
22,1.0,1.0,0.0,0.07159996032714844,12.00249719619751,-0.005064290123910231,-0.2337409406900406,-0.2337409406900406,-0.2251373827457428,6
21,1.0,1.0,0.5,0.0,16.95492172241211,-0.000991207604806361,-0.23218882083892822,-0.23218882083892822,-0.2348002791404724,0
5,1.0,1.0,1.0,0.8178999423980713,0.0,0.00629254728571311,0.4320642397953914,0.4320642397953914,0.408470060144152,116
19,1.0,1.0,1.0,0.428499698638916,0.5734000205993652,0.003926888719002567,0.1453956663608551,0.1453956663608551,0.12328118085861206,100
22,1.0,1.0,1.0,0.23425006866455078,14.70210862159729,-0.00042558567800751816,-0.1901949644088745,-0.1901949644088745,-0.17218753695487976,51
5,1.0,1.0,0.5,0.48615002632141113,0.1863994598388672,0.004144308557364458,0.1976897418498993,0.1976897418498993,0.20304375886917114,92
19,1.0,1.0,1.0,0.2713003158569336,5.008501052856445,-0.003974612878694452,-0.06002446636557579,-0.06002446636557579,-0.06973761320114136,19
24,1.0,1.0,1.0,0.1748499870300293,2.514200210571289,-0.027371218747263306,-1.030135154724121,-1.030135154724121,-0.9893438220024109,27
21,1.0,1.0,0.5,0.33700013160705566,14.51862867436712,-0.001431748923124085,-0.30188498079267323,-0.30188498079267323,-0.31260628682911085,106
12,0.0,1.0,0.5,0.23890018463134766,0.668799877166748,3.587525938020595e-05,0.05173126608133316,0.05173126608133316,0.04586252570152283,8
4,0.0,1.0,0.5,0.30410003662109375,4.382748603820801,-0.0014171810966491357,-0.05069354176521301,-0.05069354176521301,-0.040081173181533813,65
9,1.0,1.0,1.0,0.30894994735717773,0.5446493625640869,-0.001516444200835511,0.05366971716284752,0.05366971716284752,0.0157625675201416,37
6,1.0,1.0,0.5,0.08155012130737305,8.095049619674683,-0.022520749766415493,-1.0231857299804688,-1.0231857299804688,-1.0113310813903809,21
22,0.0,1.0,0.0,0.03129982948303223,0.0773000717163086,-0.00020932270694549673,-0.018456920981407166,-0.018456920981407166,-0.014056295156478882,94
9,1.0,1.0,0.5,1.2161500453948975,2.827249050140381,0.012775689120966448,0.4126025703218248,0.4126025703218248,0.4133796600022711,113
6,0.0,1.0,0.0,0.507939958572388,0.3408505916595459,0.002616338690984833,0.18874241042340922,0.18874241042340922,0.19347380101680756,21
5,0.0,1.0,0.5,0.7770874251921978,14.880965204465959,-1.5838423815088885e-05,-0.10657822932952488,-0.10657822932952488,-0.11625401870835389,52
14,0.0,1.0,0.0,0.2272498607635498,5.8732500076293945,-0.057157470748565635,-1.8741120018510735,-1.8741120018510735,-1.8764444722579077,12
19,0.0,1.0,0.5,0.29780030250549316,0.9459228217601776,0.0018018260485411822,0.10289908576215434,0.10289908576215434,0.13511352918364783,79
24,0.0,1.0,0.5,0.2663002014160156,2.5541553497314453,0.0030088664248109375,0.03998909145593643,0.03998909145593643,0.0468561053276062,81
6,1.0,1.0,0.0,0.1007997989654541,1.5391499996185303,-0.015485513379832535,-0.5383247228769156,-0.5383247228769156,-0.5292440755800767,13
17,0.0,1.0,0.0,0.18344998359680176,1.0476014614105225,0.0008533122890418504,0.01598244160413742,0.01598244160413742,0.00017496943473815918,92
13,1.0,1.0,1.0,0.1903998851776123,2.8285000324249268,-0.026779128728079186,-1.2543820601243236,-1.2543820601243236,-1.2032232309125133,8
14,0.0,1.0,0.5,0.04149961471557617,3.068751335144043,-0.002198343776903022,-0.21640193462371826,-0.21640193462371826,-0.18609404563903809,1
24,0.0,1.0,0.5,0.2718501091003418,0.28459882736206055,0.0009166653173537809,0.1594054102897644,0.1594054102897644,0.14403778314590454,52
24,0.0,1.0,0.5,0.052249908447265625,30.274749517440796,-0.024426488746002,-1.325998306274414,-1.325998306274414,-1.2798562049865723,19
