participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,blink_cnt,peak_blink_duration,avg_blink_duration,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,0.1370999813079834,105.58060276508331,-0.010346709825874725,-0.9326656599085039,-0.9326656599085039,-0.9000843212419286,75,1,13,13.0,0,0.0,0.0,0.0
25,0.0,0.0,,0.4512500762939453,0.002300262451171875,0.0002573417745389603,0.24549762904644012,0.24549762904644012,0.2444199174642563,90,0,0,0.0,0,0.0,0.0,0.0
22,0.0,0.0,,0.11320018768310547,0.6620497703552246,-0.0008542080761710134,0.026788340881466866,0.026788340881466866,0.04004364088177681,179,0,0,0.0,1,9.0,2.9862785196216204,8.76547694076579
19,0.0,0.0,,0.2322998046875,33.44703245162964,-0.0034009899358151776,-0.18676239252090454,-0.18676239252090454,-0.17366313934326172,82,0,0,0.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.4761502742767334,1.799198865890503,0.00011167247549432188,0.13079240918159485,0.13079240918159485,0.10596666485071182,35,0,0,0.0,1,10.0,2.5071485016493233,20.950700766918622
23,0.0,0.0,,0.3027498722076416,5.61335015296936,-0.011886668851880269,-0.4635198870791664,-0.4635198870791664,-0.35189598761301344,32,1,42,42.0,1,8.0,3.536811523946629,21.661331618809008
5,0.0,0.0,,0.4914999008178711,10.348922346767624,0.0011435976619422008,-0.002292432865513025,-0.002292432865513025,-0.00924355021694249,128,1,17,17.0,2,8.25,4.580099690994957,19.501231054556197
15,1.0,0.0,,0.12884998321533203,17.278650522232056,-0.0017762406741551747,-0.1342253347992394,-0.1342253347992394,-0.14223680893580118,77,1,20,20.0,0,0.0,0.0,0.0
15,0.0,0.0,,0.5995500087738037,32.51664900779724,-0.004440331458443623,-0.2567336857318878,-0.2567336857318878,-0.24800994992256165,54,0,0,0.0,0,0.0,0.0,0.0
10,1.0,0.0,,0.0,141.75376749038696,-0.0021025823857640062,-1.1431033611297607,-1.1431033611297607,-1.1140334606170654,0,0,0,0.0,1,8.0,4.274682680864512,21.343067769130222
17,1.0,0.0,,0.26205015182495117,0.575798511505127,0.0007408035140439108,0.11682331562042236,0.11682331562042236,0.11448679119348526,127,0,0,0.0,1,7.5,3.5404603087622233,16.65620838075882
14,0.0,0.0,,0.5953502655029297,0.004600048065185547,0.0022610826070148114,0.3254578709602356,0.3254578709602356,0.30656668543815613,230,0,0,0.0,0,0.0,0.0,0.0
25,0.0,0.0,,0.32200002670288086,3.8427042961120605,0.0015356318227594324,0.023037223145365715,0.023037223145365715,0.0355098582804203,193,0,0,0.0,0,0.0,0.0,0.0
26,0.0,0.0,,0.32990026473999023,0.1615002155303955,0.00038291600740890885,0.14543817937374115,0.14543817937374115,0.15599331259727478,233,0,0,0.0,0,0.0,0.0,0.0
9,0.0,0.0,,0.41720008850097656,1.00837739944458,0.0012708129221633106,0.18553711794599703,0.18553711794599703,0.17577597555753305,142,2,26,24.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.4934501647949219,3.5616962909698486,0.0021911207883423627,0.12213937193155289,0.12213937193155289,0.10603669285774231,211,0,0,0.0,0,0.0,0.0,0.0
17,1.0,0.0,,0.05229997634887695,17.59990406036377,-0.0017404670712615397,-0.31279146671295166,-0.31279146671295166,-0.2965567708015442,7,0,0,0.0,0,0.0,0.0,0.0
1,1.0,0.0,,0.1530001163482666,14.763545155525208,-0.0023477741656333794,-0.17349690802489656,-0.17349690802489656,-0.12240814778539869,16,1,39,39.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.23740029335021973,25.028345823287964,2.5526688653964775e-05,-0.09740672260522842,-0.09740672260522842,-0.08360997587442398,11,0,0,0.0,1,10.0,2.5071485016493233,20.950700766918622
